ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Source
179,58,"Okaylah just give me one bottle. If Ø no good, I return Ø ah.",,,"Okay, just give me one bottle. If it is not good, I will return it.",,,
180,58,Buy this brandlah. Ø Very cheap!,,,,,,
181,58,Finished already.,,,I have finished it.,,,
182,58,Raining already.,,,It is raining.,,,
183,58,"As I explained it to her, this is not the right way.",,,,,,
184,58,"Compulsory to attend the workshop, okay.",,,It is compulsory to attend the workshop.,,,
185,58,All assets including aircrafts would be shifted to the new base.,,,,,,
186,58,Aunty Betty and gang are here.,,,Aunty Betty and her family are here.,,,
187,58,Neither of my two sister-in-laws speak to me much.,,,,,,
188,58,A lot of the staffs are unable to attend the dinner.,,,,,,
189,58,Give me five minute to pack the thing for you.,,,,,,
190,58,"When I see those tow truck operator, I get cheesed off.",,,,,,
191,58,Want to buy biscuit or not?,,,Would you like to buy biscuits?,,,
192,58,Vocabulary is very important at Ø elementary level.,,,,,,
193,58,We got Ø new promotion for this one.,,,We have a promotion on this item.,,,
194,58,The most thing that I hate is the detox tea.,,,The thing that I hate the most is detox tea.,,,
195,58,Let me finish this letters first.,,,,,,
196,58,Women are more smarter than men.,,,,,,
197,58,Yan is the handsomest guy on or team.,,,,,,
198,58,Hana is the most clever girl in the class.,,,,,,
199,58,I prefer durian than jackfruit.,,,,,,
200,58,They goes to the Pasar Tani every Saturday.,,,They go to the Agricultural market every Saturday.,,,
201,58,You went there before?,,,Have you been there before?,,,
202,58,Ben has return back the product yesterday.,,,Ben returned the product yesterday.,,,
203,58,I work for them since I was fifteen.,,,,,,
204,58,He got 5 summonses already you know.,,,He has been issued five tickets (by the police).,,,
205,58,A Customs spokesman said an enforcement team chased the lorry after the department received information that the vehicle was carrying boxes of firecrackers.,,,,,,
206,58,I'm coming to see you.,,,I'm on my way to see you.,,,
207,58,We visit her this Raya-lah.,,,We will visit her during Raya (Id).,,,
208,58,The game was broadcasted over ASTRO.,,,,,,
209,58,I gave her the key already.,,,I have already given her the keys.,,,
210,58,I drank my water already.,,,,,,
211,58,I have ran this workshop before.,,,I have run/organised this workshop before.,,,
212,58,Here are things you order yesterday.,,,,,,
213,58,They didn't made it this time.,,,,,,
214,58,"If you haven't gotten the new iPhone4 yet, you better hurry.",,,,,,
215,58,"If I was single, I would have worked overseas long time ago.",,,,,,
216,58,She don wanna come home now.,,,She does not want to come home now.,,,
217,58,I never broke it.,,,,,,
218,58,"He scolded you, isn't it?",,,,,,
219,58,"Wait for me, can or not.",,,Please wait for me.,,,
220,58,You dont' mind helping me? Yes / No,,,,,"Yes = No, I don't mind / No =Yes, I mind",
221,58,"Every month, he/my father spend all his pay gambling.",,,,,,
222,58,There's four of us in the family.,,,,,,
223,58,They Ø coming tomorrow night.,,,,,,
224,58,I Ø gonna leave now.,,,,,,
225,58,She Ø good girl one.,,,She's a good girl.,,,
226,58,You Ø happy like anything.,,,You are so happy.,,,
227,58,"This brooch, that I bought in KK, is my favourite one.",,,,,,
228,58,"Jingkli Nona, that I like to sing, is very popular in the Portuguese Settlement.",,,,,,
229,58,The guy which is new is hopeless.,,,,,,
230,58,That is the lady I introduce her to you before.,,,,,,
231,58,The lady make cake one very action.,,,The lady who makes cakes is very stuck up.,,,
232,58,"The one I made, that one is good.",,,The ones I made are the good ones.,,,
233,58,They were going on a bus which I know they never take the bus at home.,,,,,,
234,58,You remember the swing that we all used to sit together (on)?.,,,,,,
235,58,It's never as easy as what we want.,,,It's never as easy as we want it to be.,,,
236,58,Got no water in the toilet.,,,There is no water in the toilet.,,,
237,58,He make me to sign the cheque.,,,He forced me to sign the cheque.,,,
238,58,Although the wardens at the hostel were very nice but it wasn't the same as being at home.,,,,,,
239,58,She lives in a real huge house.,,,,,,
240,58,She speaks so soft. I can't hear her at all.,,,,,,
241,58,My husband is too stingy one. Five sen also ask so many question.,,,"My husband is very stingy. Even if it costs five sen/is five sen extra, he asks so many questions.",,,
242,58,That boy is from which school?,,,Which school is that boy from?,,,
243,58,He asked why is Wong's working so different.,,,He asked why the way Wong arrived at the (Math) solution was different.,,,
244,58,What you doing tonight?,,,,,,
245,58,Why he called?,,,,,,
246,58,You wanna eat something?,,,,,,
247,58,The most thing that I hate is the detox tea.,,,The thing that I hate the most is the detox tea.,,,
248,58,"We were like, ""What's up with her!""",,,,,,
249,56,Me and Michelle will come too.,,,,,,
250,56,He and myself are there.,,,,,,
251,56,They got them some biscuits and sat down.,,,,,,
252,56,Nancy has worked there before. He changed afterwards.,,,,,,
253,56,We can do it ourself.,,,,,,
254,56,These knowledges are important. It can help us get a job in the field.,,,,,,
255,56,"Do you say to Paul? Yes, I told already.",,,,,,
256,56,Where is Sam? Gone to Australia lar.,,,,,,
257,56,"As I said it before, inflation rate is going to increase.",,,,,,
258,56,Here is no smoking.,,,,,,
259,56,There are a lot of peoples here.,,,,,,
260,56,He has two wifes. One in Hong Kong. One in mainland.,,,,,,
261,56,My boss and them are OT tonight.,,,,,OT = on overtime,
262,56,I have done a lot of researches in this area.,,,,,,
263,56,The three girl there don't want to talk to us.,,,,,,
264,56,Some apartment are bigger.,,,,,,
265,56,This our first home is very comfortable.,,,,,,
266,56,Recently I have the golden opportunity to visit university.,,,,,,
267,56,I like helping elderly and do other social work.,,,,,,
268,56,Can I get better grade?,,,,,,
269,56,I apply Hong Kong University but not the other universities because it has a good reputation.,,,,,,
270,56,He has one big house and two cars.,,,,,,
271,56,That fat boy is my friend.,,,,,,
272,56,This books are useful for my study.,,,,,,
273,56,The girl I met's ex-boyfriend is my friend.,,,,,,
274,56,My friend blog says they broke up recently.,,,,,,
275,56,I choose this job because the job is more easier than my previous one.,,,,,,
276,56,This is the most clever thing I had done.,,,,,,
277,56,I think working experience is much important than academic results.,,,,,,
278,56,The shop there is cheaper to the one I usually go.,,,,,,
279,56,He likes money than other things.,,,,,,
280,56,Chemistry is one of the interesting subjects when I was in secondary school.,,,,,,
281,56,A fish big and fresh is my favourite.,,,,,,
282,56,I am expecting you to come and join us.,,,,,,
283,56,I am often playing computer games on Saturday and Sunday.,,,,,,
284,56,There is a car broken down on the road.,,,,,,
285,56,I have learned to play piano a few years ago but now I forget.,,,,,,
286,56,I study English for many years.,,,,,,
287,56,I ate my lunch already.,,,,,,
288,56,I saw the man I went there.,,,,,,
289,56,"If you need something from Japan, let me know because I go there next week.",,,,,,
290,56,I wish I can get the job.,,,,,,
291,56,The kitchen needs repaired.,,,,,,
292,56,Must I give you some water?,,,,,,
293,56,He drived to work a few years ago but now he take a bus.,,,,,,
294,56,My brother had ate a lot of things.,,,,,,
295,56,Yesterday I drive my car to Causeway Bay.,,,,,,
296,56,She didn't said she was happy.,,,,,,
297,56,John has gotten a new house in Yuen Long.,,,,,,
298,56,Doesn't he like me no more?,,,,,,
299,56,She don't talk about her family much.,,,,,,
300,56,They never showed up last night.,,,,,,
301,56,The baby not ate food and cried a lot.,,,,,,
302,56,No more food in the refrigerator.,,,,,,
303,56,"My brother and I was staying at home when my aunt came. My mother, she were out.",,,,,,
304,56,"They took the keys, isn't?",,,,,,
305,56,Isn't she going to Australia this summer? Yes.,,,,,"='No, she isn't.'",
306,56,He come and sit down quietly.,,,,,,
307,56,There's four people on each car.,,,,,,
308,56,It's a new shop there.,,,,,,
309,56,No person here yet.,,,,,,
310,56,He always saying that he want to live in Canada.,,,,,,
311,56,He gonna go home and watch TV.,,,,,,
312,56,She a good girl but doesn't like me.,,,,,,
313,56,My baby very healthy now.,,,,,,
314,56,My mother at home cooking dinner.,,,,,,
315,56,They was very angry and shouted some bad words.,,,,,,
316,56,The woman killed herself is my neighbour.,,,,,,
317,56,The boy is my cousin who I used to play with him.,,,,,,
318,56,The course is more harsh than what you say.,,,,,,
319,56,I don't expect go to Korea in winter.,,,,,,
320,56,He let me to go.,,,,,,
321,56,"You don't leave, they will call the police.",,,,,,
322,56,"Although they are not my friends, but they help me a lot.",,,,,,
323,56,They are too nice. We had a good time there.,,,,,,
324,56,They study harder is what I want them to do.,,,,,,
325,56,"The restaurant, it is good and the food is delicious.",,,,,,
326,56,I don't know what are you asking me.,,,,,,
327,56,"What you think? You are coming, or not?",,,,,,
328,56,You love him?,,,,,,
329,56,The most people I hate are lawyers.,,,,,,
330,56,I got a friend. She is like someone you know is not easy to deal.,,,,,,
331,8,She's a nice little runner [of a car],,,,,,
332,8,Thass raining.,,,It's raining,,,
333,8,Her and me went down the city.,,,,,,
334,8,Me and my brother/My brother and me wus late,,,,,,
335,8,My husband and myself were late,,,,,,
336,8,He hurt hisself.,,,,,,
337,8,I hurt m'self,,,,,,
338,8,He done it hisself.,,,,,,
339,8,I'll get m'book.,,,,,,
340,8,Us blokes are now going.,,,,,,
341,8,Us kids used to do that a lot,,,,,,
342,8,Give us a kiss!,,,,,,
343,8,Can you lend us a fiver?,,,,,,
344,8,Give us a look,,,,,,
345,8,"I don't like it, thass no good.",,,,,,
346,8,"Thass nice, I like it",,,,,,
347,8,Where are you together?,,,,,,
348,8,Come you on together,,,,,,
349,8,We've got two Head of Departments,,,,,,
350,8,He ewe me five pound.,,,,,,
351,8,Six pound; five year ago,,,,,,
352,8,them houses down the road,,,,,,
353,8,In them days,,,,,,
354,8,them there houses down the road,,,,,,
355,8,"This here book, them there books",,,,,,
356,8,the girl what stood over there's brother,,,,,,
357,8,The man what I met's girlfriend,,,,,,
358,8,That one's more nicer.,,,,,,
359,8,Thass  much more easier to follow,,,,,,
360,8,Thass the beautifulest one.,,,,,,
361,8,She's more tall than what he is.,,,,,,
362,8,Thass one of the most easiest ones,,,,,,
363,8,He was stood on the corner,,,,,,
364,8,There's something fallen down the sink.,,,,,,
365,8,Wus you ever up London?,,,,,,
366,8,Some on us've been to New York years ago,,,,,,
367,8,I  noticed the van I arrived in,,,,,,
368,8,They've catched it.,,,,,,
369,8,catch -catched-catched,,,,,,
370,8,She come home late last night.,,,,,,
371,8,She've broke the window.,,,,,,
372,8,They rung the bell.,,,,,,
373,8,Where are you a-goin?,,,,,,
374,8,What are you a-doin on?,,,,,,
375,8,"You done it, did you?",,,,,,
376,8,"She done it, din't she",,,,,,
377,8,"If that was raining, I'd stay at home.",,,,,,
378,8,If I wus you,,,,,,
379,8,They didn't get none.,,,,,,
380,8,He woon't do nobody no harm,,,,,,
381,8,I in't a-comen.,,,,,,
382,8,"They're all in there, in't they?",,,,,,
383,8,I in't done it yet.,,,,,,
384,8,I in't had a look at em yit,,,,,,
385,8,He don't like it.,,,,,,
386,8,I never see him last night.,,,,,,
387,8,He never come,,,He didn't come,,,
388,8,"That wus him, weren't it?",,,,,,
389,8,"They wus interested, but I weren't",,,,,,
390,8,He like it.,,,,,,
391,8,That go ever so fast,,,,,,
392,8,There's lots on'em outside.,,,,,,
393,8,"He wus there, weren't 'e?",,,,,,
394,8,"He weren't there, wus 'e?",,,,,,
395,8,"We wus hungry, I wus hungry, We weren't hungry, I weren't hungry",,,,,,
396,8,There it be!,,,,,,
397,8,Here I be,,,,,presentational,
398,8,That's the one what I give him last night,,,,,,
399,8,"My daughter, what live up London,…",,,,,,
400,8,That's the one what I give him last night,,,,,,
401,8,Thass the man what done my painten,,,,,,
402,8,The man what's wife had died,,,,,,
403,8,The man live there is a nice bloke,,,,,,
404,8,We had to eat figs which I don't like figs,,,,,,
405,8,Like a big yard you do gardenen,,,,,,
406,8,She ha' got a nicer one than what I have.,,,,,,
407,8,Thass harder than what you think that is,,,,,,
408,8,She sing very nice.,,,,,,
409,8,He run very quick!,,,,,,
410,8,You bin up the shops?,,,,,,
411,8,You get the point?,,,,,,
412,8,He couldn't give him it,,,,,,
413,8,Go you on!,,,,,,
414,8,Shut you up!,,,,,,
415,8,Do you sit down!,,,,,,
416,8,That wus like three quid,,,,,,
417,8,"And she wus like ""what do you mean""?",,,,,,
418,10,"Mind that, she's hot eh!",,,,,referring to a plate,jones2001[173]
419,10,He's a Jersey cart.,,,,,referring to a cart,jones2001[173]
420,10,Me and my cousin were looked after by a nanny.,,,,,,
421,10,And George and myself went there.,,,,,,
422,10,I thought I might as well go on me own.,,,,,,
423,10,All us kids went down.,,,,,,
424,10,You guys can come if you want to.,,,,,,
425,10,So you worked in the fields? - Oh yes all the time. Picked potatoes.,,,,,,
426,10,I was about ten year old at that time.,,,,,,
427,10,At home we used to speak the Jersey French.,,,,,,
428,10,none of them places,,,,,,
429,10,after all them years,,,,,,
430,10,"It is lighter and more fluffy, you know.",,,,,,
431,10,People were more friendly.,,,,,,
432,10,I was always wanting to come back.,,,,,,
433,10,I was never a good golfer.,,,,,,
434,10,"I used to go twice a week, but since last winter I didn't play.",,,,,,
435,10,There's got to be four or five years that we work at the Archive.,,,,,,
436,10,There's sixty years we're married.,,,,,,
437,10,They only found out about five years after he was caught.,,,,,,
438,10,That appeared on the front door a few days after we arrived back.,,,,,,
439,10,It's performed in March of next year.,,,,,,
440,10,I go cycling tomorrow.,,,,,,
441,10,"But if I'd have wanted to join the navy, I'd have had to wait seven months.",,,,,,
442,10,"But if that would happen, well it's quite obvious what would happen then.",,,,,,
443,10,It blowed.,,,,,it = the storm,
444,10,I choosed your daddy.,,,,,,
445,10,The Christian brothers run it hen.,,,,,it = the school,
446,10,I done country dancing during the war.,,,,,,
447,10,"If I was rich, we wouldn't be living in a council house.",,,,,,
448,10,Don't say nothing.,,,,,,
449,10,I don't want no money.,,,,,,
450,10,That ain't fair.,,,,,,barbe1993[192]
451,10,We ain't got no brownies.,,,,,,barbe1993[192]
452,10,I said I ain't go.,,,,,,
453,10,"It don't take us much longer, you see.",,,,,,
454,10,And the boat foundered and he never came back.,,,,,,
455,10,And they never bothered.,,,,,,
456,10,They had no transport eh?,,,,,"eh?, isn't it?, is it?",
457,10,"So you're almost as far south as you can go, isn't it?",,,,,"eh?, isn't it?, is it?",
458,10,"You'll write about it, is it?",,,,,"eh?, isn't it?, is it?",
459,10,"Well, he speak English.",,,,,,
460,10,I remembers he used to start with a big circle.,,,,,,
461,10,There was two boys and a sister.,,,,,,
462,10,I just gonna give this out to my lads.,,,,,,
463,10,They don't know what they gonna get for it.,,,,,,
464,10,They all got names.,,,,,they = the cows,
465,10,I also got some close friends who did not go to uni.,,,,,,
466,10,They was about that high.,,,,,,
467,10,"My brother, that died, he led the bull around.",,,,,,
468,10,"Well, my mate, that lives up the road there, his wife, she's a secretary there.",,,,,,
469,10,"We used to go to my granny Vibert, which was my mother's mother.",,,,,,
470,10,a law what's come out,,,,,,barbe1993[210]
471,10,"He made a wireless for Dad was twelve inches square and, I suppose, seven or eight inches deep.",,,,,,
472,10,I was the only one spoke English.,,,,,,
473,10,Unless there's someone there that we don't want them to know what we say.,,,,,,
474,10,I had an electric organ which I play on that now.,,,,,,
475,10,"The only thing there was was sports, which I was quite good at football.",,,,,,
476,10,"I'm not really aware of the impact it's had, which I know it has had a big impact on a lot of people, but I haven't felt it.",,,,,,
477,10,People would bring their cans for to get the paraffin.,,,,,,
478,10,It's harder than what I thought it was.,,,,,,
479,10,I think there's probably as many cars as what there are people on the island.,,,,,,
480,10,"You can live here, you can live anywhere.",,,,,,
481,10,They spoke in English they wanted to say something that they didn't want me to know.,,,,,,
482,10,I started dressmaking for people home.,,,,,,
483,10,"It's a real hard job, you know.",,,,,,
484,10,I go and see them regular.,,,,,,
485,10,You like this job you're doing?,,,,,,
486,10,It was just a big rosette like.,,,,,,
487,10,"So we were like ""Oh yeah, maybe we'll do that.""",,,,,,
488,25,She/he working good.,,,,,referring to a car,
489,25,How iz Liisa tudee? - ii ohrait.,,,How is Lisa today? She (is) all right.,,,
490,25,Dahz um.,,,That is it.,,,
491,25,Me an she had a big noise.,,,She and I  had a quarrel.,,,
492,25,He gun do it heself.,,,He will do it himself.,,,
493,25,We gun do it weself.,,,We will do it ourselves.,,,
494,25,Dem gun do it demself.,,,They will do it themselves.,,,
495,25,We do it we owm self.,,,We did it ourselves.,,,
496,25,"When we dun plan we wedding, we did dog tired.",,,"When we had finished planning our wedding, we were very tired.",,,
497,25,Iz he book.,,,,,,
498,25,Iz dem book.,,,It is their book,,,
499,25,Yu got  to gi di kasheer yu money first.,,,You must first give the cashier your money.,,,
500,25,Why wunna doan hush?,,,Why don't you (pl) be quiet?,,,
501,25,Wunna in see de tiicher waitin fo wunna to stop taakin?,,,Can't you see the teacher is waiting for you to stop talking?,,,
502,25,Iz you I taaking to.,,,It is you to whom I am speaking,,,
503,25,sheeps;  mices,,,,,,
504,25,Mai mudda and dem grow up in St James.,,,My mother and her siblings grew up in St James,,,
505,25,mi and mai posse,,,my frtiends and I,,,
506,25,mother-in laws; attorney-generals,,,,,,
507,25,He got di cold.,,,He has a cold,,,
508,25,Did you get mileage-claim for dat trip?,,,,,,
509,25,"He told my muh dear-aunt not to worry, the Affie Cumberbatch was as good as dead.",,,,,,allsopp1996
510,25,He got one boy dey dat gun drive he mad.,,,He has a son causes him a great deal  of distress,,,
511,25,Dem days did de good ole days.,,,Those were the good old days,,,
512,25,The house over yonder is hers.,,,,,,
513,25,"Don't touch this here, use that there.",,,,,Proximal / distal,
514,25,Margaret child fo' John 'Margaret's child is John's child',,,Margaret's child belongs to John,,,
515,25,di man house,,,,,,
516,25,di farmer cow,,,,,,
517,25,He is my fada brudda,,,,,,
518,25,He is the most ugliest man I eva see.,,,,,,
519,25,She is the beautifulest of them all.,,,,,,
520,25,This is the most happy I have seen her.,,,,,,
521,25,"lovingest, confusingest",,,,,,
522,25,I likin dis.,,,,,,
523,25,She does work real hard.,,,,,,
524,25,He does be sick a lot. I does be vex when he come home late,,,,,,
525,25,I know she since she was a child.,,,,,,
526,25,I here twenty years now,,,,,,
527,25,He done gone,,,,,,
528,25,I meet you brudda aready.,,,I met your brother before,,,
529,25,I do dis course aready.,,,,,,
530,25,He did eat de bread before he went skool.,,,,,,
531,25,He gun build de house.,,,He will build the house.,,,
532,25,I gine  town tomorrow ./ I gun go town tomorrow..,,,I am going to town tomorrow.,,,
533,25,He int gun go long and lef u.,,,He will not leave you alone.,,,
534,25,I's a guvment worker.,,,I am a government worker.,,,
535,25,I would be in America by then.,,,,,,
536,25,He supposeta fix de ting evasince.,,,He was supposed to have fixed the thing a long time ago.,,,
537,25,It useta be me and he together all the time.,,,We used to spend time together regularly.,,,
538,25,"He do it, not me. He did pon de phone.",,,,,full verbs,
